"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","CCs","Add. CCs","ACs","Add. ACs","CL/AL/DTMs","Add. CL/AL/DTMs","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s","Level 5s","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","I","81","04193961","Voice of Confidence","Ineligible","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","I","81","07679377","Financially Speaking","Active","28","29","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1",""
"40","I","81","07679377","Financially Speaking","Active","28","29","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1",""
"40","I","82","00001941","Anderson Hills Toastmasters Club","Active","11","9","3","0","0","1","0","1","1","0","0","0","0","0","0","3","0","4","0","0","0","1",""
"40","I","82","00001941","Anderson Hills Toastmasters Club","Active","11","9","3","0","0","1","0","1","1","0","0","0","0","0","0","3","0","4","0","0","0","1",""
"40","I","82","00009523","TV Toastmasters Club","Low","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0",""
"40","I","82","00009523","TV Toastmasters Club","Low","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0",""
"40","I","82","00922409","Midland Ace's Club","Active","20","13","5","0","0","1","1","1","1","0","1","0","1","0","0","1","0","6","0","1","0","1",""
"40","I","82","00922409","Midland Ace's Club","Active","20","13","5","0","0","1","1","1","1","0","1","0","1","0","0","1","0","6","0","1","0","1",""
"40","I","82","00922412","Modern Voices Club","Active","29","24","4","0","0","1","0","1","2","0","0","0","0","0","0","1","0","7","0","1","1","1",""
"40","I","82","00922412","Modern Voices Club","Active","29","24","4","0","0","1","0","1","2","0","0","0","0","0","0","1","0","7","0","1","1","1",""
"40","I","83","00000472","Cincinnati Toastmasters","Active","30","25","3","1","0","1","0","0","0","2","1","0","0","0","0","4","7","2","0","1","0","0",""
"40","I","83","00000472","Cincinnati Toastmasters","Active","30","25","3","1","0","1","0","0","0","2","1","0","0","0","0","4","7","2","0","1","0","0",""
"40","I","83","00007780","1 Toast Of The Town, Kenwood Toastmasters Club","Active","12","10","1","0","0","0","0","0","0","2","1","0","0","0","0","4","0","5","0","0","0","0",""
"40","I","83","00007780","1 Toast Of The Town, Kenwood Toastmasters Club","Active","12","10","1","0","0","0","0","0","0","2","1","0","0","0","0","4","0","5","0","0","0","0",""
"40","I","83","00008119","ACE Toastmasters","Ineligible","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","I","83","00008119","ACE Toastmasters","Ineligible","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","I","84","00003804","The Kings Speech","Active","3","11","5","0","0","0","0","1","0","0","0","0","0","1","0","4","4","7","1","1","1","1",""
"40","I","84","00003804","The Kings Speech","Active","3","11","5","0","0","0","0","1","0","0","0","0","0","1","0","4","4","7","1","1","1","1",""
"40","I","84","00005008","Mason Town Criers Toastmasters Club","Active","20","17","6","2","0","1","0","1","0","0","0","0","0","0","0","4","0","5","4","1","1","1",""
"40","I","84","00005008","Mason Town Criers Toastmasters Club","Active","20","17","6","2","0","1","0","1","0","0","0","0","0","0","0","4","0","5","4","1","1","1",""
"40","I","84","00008323","Wilmington Expressives","Low","8","5","2","0","0","1","0","1","0","1","1","0","0","0","0","2","0","7","0","0","0","1",""
"40","I","84","00008323","Wilmington Expressives","Low","8","5","2","0","0","1","0","1","0","1","1","0","0","0","0","2","0","7","0","0","0","1",""
"40","I","84","06414566","Lebanon Speaks","Active","7","11","4","0","0","0","0","0","0","1","2","0","2","1","0","4","2","5","0","0","0","1",""
"40","I","84","06414566","Lebanon Speaks","Active","7","11","4","0","0","0","0","0","0","1","2","0","2","1","0","4","2","5","0","0","0","1",""
